date,home_team,away_team,winner,first_shooter,match_key,home_team.res,away_team.res,goal_diff,total_goals,abs_goal_diff,tournament,neutral,country,ninety_winner,match_type,goal_efficiency,early_goals,mid_goals,late_goals,extra_goals,total_team_goals,late_goal_ratio,early_goal_ratio,goal_momentum,draw_90,winner_is_ninety_winner,late_goal_shift,goals_penalty_ratio,big_tourney,match_intensity,home_confed,pressure_index,home_advantage,neutral_big_tourney,game_balance,year,decade,result_type,target_win_home
1985-07-12,Saudi Arabia,Qatar,Saudi Arabia,Colombia,1985-07-12 Saudi Arabia Qatar,Saudi Arabia,Qatar,0,0,0,Arab Cup,FALSE,Saudi Arabia,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,1,0,1,1985,1980,draw,TRUE
1985-08-25,Mali,Guinea,Guinea,Colombia,1985-08-25 Mali Guinea,Mali,Guinea,0,2,0,Friendly,FALSE,Mali,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1985,1980,draw,FALSE
1985-08-31,Mauritius,Réunion,Mauritius,Colombia,1985-08-31 Mauritius Réunion,Mauritius,Réunion,0,8,0,Indian Ocean Island Games,FALSE,Mauritius,Draw,draw,8,0,0,0,0,1,0,0,0,TRUE,FALSE,0,8,FALSE,0,CAF,0,1,0,1,1985,1980,draw,TRUE
1985-09-15,Mozambique,Libya,Mozambique,Colombia,1985-09-15 Mozambique Libya,Mozambique,Libya,1,3,1,African Cup of Nations qualification,FALSE,Mozambique,Mozambique,close,1.5,0,0,0,0,1,0,0,0,FALSE,TRUE,0,1.5,FALSE,0,CAF,0,1,0,0.5,1985,1980,close_win,TRUE
1985-10-11,Kenya,Uganda,Kenya,Colombia,1985-10-11 Kenya Uganda,Kenya,Uganda,0,0,0,CECAFA Cup,TRUE,Zimbabwe,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1985,1980,draw,TRUE
1985-12-15,Singapore,Malaysia,Singapore,Colombia,1985-12-15 Singapore Malaysia,Singapore,Malaysia,0,4,0,Southeast Asian Games,TRUE,Thailand,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,AFC,0,0,0,1,1985,1980,draw,TRUE
1985-12-25,Pakistan,Nepal,Nepal,Colombia,1985-12-25 Pakistan Nepal,Pakistan,Nepal,0,4,0,South Asian Games,TRUE,Bangladesh,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,AFC,0,0,0,1,1985,1980,draw,FALSE
1985-12-25,Bangladesh,India,India,Colombia,1985-12-25 Bangladesh India,Bangladesh,India,0,2,0,South Asian Games,FALSE,Bangladesh,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,1,0,1,1985,1980,draw,FALSE
1986-03-21,Egypt,Cameroon,Egypt,Colombia,1986-03-21 Egypt Cameroon,Egypt,Cameroon,0,0,0,African Cup of Nations,FALSE,Egypt,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,CAF,1,1,0,1,1986,1980,draw,TRUE
1986-06-21,Brazil,France,France,Brazil,1986-06-21 Brazil France,Brazil,France,0,2,0,FIFA World Cup,TRUE,Mexico,Draw,draw,2,0,1,0,0,1,0,0,0,TRUE,FALSE,0,2,TRUE,2,CONMEBOL,1,0,1,1,1986,1980,draw,FALSE
1986-06-21,Mexico,Germany,Germany,Germany,1986-06-21 Mexico Germany,Mexico,Germany,0,0,0,FIFA World Cup,FALSE,Mexico,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,CONCACAF,1,1,0,1,1986,1980,draw,FALSE
1986-06-22,Spain,Belgium,Belgium,Spain,1986-06-22 Spain Belgium,Spain,Belgium,0,2,0,FIFA World Cup,TRUE,Mexico,Draw,draw,2,0,1,0,0,1,0,0,0,TRUE,FALSE,0,2,TRUE,2,UEFA,1,0,1,1,1986,1980,draw,FALSE
1986-10-01,Saudi Arabia,Iraq,Saudi Arabia,Colombia,1986-10-01 Saudi Arabia Iraq,Saudi Arabia,Iraq,0,2,0,Asian Games,TRUE,South Korea,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,0,0,1,1986,1980,draw,TRUE
1986-10-01,South Korea,Iran,South Korea,Colombia,1986-10-01 South Korea Iran,South Korea,Iran,0,2,0,Asian Games,FALSE,South Korea,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,1,0,1,1986,1980,draw,TRUE
1986-10-01,United Arab Emirates,Indonesia,Indonesia,Colombia,1986-10-01 United Arab Emirates Indonesia,United Arab Emirates,Indonesia,0,4,0,Asian Games,TRUE,South Korea,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,Other,0,0,0,1,1986,1980,draw,FALSE
1986-10-01,Kuwait,China PR,Kuwait,Colombia,1986-10-01 Kuwait China PR,Kuwait,China PR,0,2,0,Asian Games,TRUE,South Korea,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,0,0,1,1986,1980,draw,TRUE
1986-10-03,Saudi Arabia,Kuwait,Saudi Arabia,Colombia,1986-10-03 Saudi Arabia Kuwait,Saudi Arabia,Kuwait,0,4,0,Asian Games,TRUE,South Korea,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,AFC,0,0,0,1,1986,1980,draw,TRUE
1986-10-19,Gabon,Angola,Angola,Colombia,1986-10-19 Gabon Angola,Gabon,Angola,1,1,1,African Cup of Nations qualification,FALSE,Gabon,Gabon,close,0.5,0,0,0,0,1,0,0,0,FALSE,FALSE,0,0.5,FALSE,0,CAF,0,1,0,0.5,1986,1980,close_win,FALSE
1986-12-17,Chad,Gabon,Chad,Colombia,1986-12-17 Chad Gabon,Chad,Gabon,0,0,0,UDEAC Cup,TRUE,Equatorial Guinea,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1986,1980,draw,TRUE
1987-03-01,Mali,Sierra Leone,Mali,Colombia,1987-03-01 Mali Sierra Leone,Mali,Sierra Leone,0,0,0,Amílcar Cabral Cup,TRUE,Guinea,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1987,1980,draw,TRUE
1987-03-02,Senegal,Sierra Leone,Senegal,Colombia,1987-03-02 Senegal Sierra Leone,Senegal,Sierra Leone,0,0,0,Amílcar Cabral Cup,TRUE,Guinea,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1987,1980,draw,TRUE
1987-06-19,Australia,Egypt,Australia,Colombia,1987-06-19 Australia Egypt,Australia,Egypt,0,0,0,Korea Cup,TRUE,South Korea,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,0,0,1,1987,1980,draw,TRUE
1987-06-21,South Korea,Australia,South Korea,Colombia,1987-06-21 South Korea Australia,South Korea,Australia,0,2,0,Korea Cup,FALSE,South Korea,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,1,0,1,1987,1980,draw,TRUE
1987-07-19,DR Congo,Senegal,DR Congo,Colombia,1987-07-19 DR Congo Senegal,DR Congo,Senegal,0,0,0,African Cup of Nations qualification,FALSE,Zaïre,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,1,0,1,1987,1980,draw,TRUE
1987-08-08,Ivory Coast,Madagascar,Ivory Coast,Colombia,1987-08-08 Ivory Coast Madagascar,Ivory Coast,Madagascar,0,2,0,All-African Games,TRUE,Kenya,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,0,0,1,1987,1980,draw,TRUE
1987-08-09,Cameroon,Egypt,Egypt,Colombia,1987-08-09 Cameroon Egypt,Cameroon,Egypt,0,2,0,All-African Games,TRUE,Kenya,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,0,0,1,1987,1980,draw,FALSE
1987-08-10,Kenya,Malawi,Malawi,Colombia,1987-08-10 Kenya Malawi,Kenya,Malawi,0,2,0,All-African Games,FALSE,Kenya,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1987,1980,draw,FALSE
1987-12-13,Malawi,Zimbabwe,Zimbabwe,Colombia,1987-12-13 Malawi Zimbabwe,Malawi,Zimbabwe,0,2,0,CECAFA Cup,TRUE,Ethiopia,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,0,0,1,1987,1980,draw,FALSE
1987-12-18,Equatorial Guinea,Gabon,Gabon,Colombia,1987-12-18 Equatorial Guinea Gabon,Equatorial Guinea,Gabon,0,0,0,UDEAC Cup,TRUE,Chad,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1987,1980,draw,FALSE
1987-12-27,Ethiopia,Zimbabwe,Ethiopia,Colombia,1987-12-27 Ethiopia Zimbabwe,Ethiopia,Zimbabwe,0,2,0,CECAFA Cup,FALSE,Ethiopia,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1987,1980,draw,TRUE
1988-01-06,South Korea,Egypt,South Korea,Colombia,1988-01-06 South Korea Egypt,South Korea,Egypt,0,2,0,Friendly,TRUE,Qatar,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,0,0,1,1988,1980,draw,TRUE
1988-03-23,Algeria,Nigeria,Nigeria,Colombia,1988-03-23 Algeria Nigeria,Algeria,Nigeria,0,2,0,African Cup of Nations,TRUE,Morocco,Draw,draw,2,0,1,0,0,1,0,0,0,TRUE,FALSE,0,2,TRUE,2,CAF,1,0,1,1,1988,1980,draw,FALSE
1988-03-26,Morocco,Algeria,Algeria,Colombia,1988-03-26 Morocco Algeria,Morocco,Algeria,0,2,0,African Cup of Nations,FALSE,Morocco,Draw,draw,2,0,0,1,0,1,1,0,1,TRUE,FALSE,1,2,TRUE,2,CAF,1,1,0,1,1988,1980,draw,FALSE
1988-03-31,Germany,Sweden,Sweden,Sweden,1988-03-31 Germany Sweden,Germany,Sweden,0,2,0,Four Nations Tournament,FALSE,Germany,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,UEFA,0,1,0,1,1988,1980,draw,FALSE
1988-05-05,Mali,Senegal,Mali,Colombia,1988-05-05 Mali Senegal,Mali,Senegal,0,2,0,Amílcar Cabral Cup,TRUE,Guinea-Bissau,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,0,0,1,1988,1980,draw,TRUE
1988-05-08,Guinea,Mali,Guinea,Colombia,1988-05-08 Guinea Mali,Guinea,Mali,0,0,0,Amílcar Cabral Cup,TRUE,Guinea-Bissau,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1988,1980,draw,TRUE
1988-05-28,Canada,Greece,Canada,Colombia,1988-05-28 Canada Greece,Canada,Greece,0,0,0,Matthews Cup,FALSE,Canada,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CONCACAF,0,1,0,1,1988,1980,draw,TRUE
1988-07-19,Egypt,Syria,Syria,Colombia,1988-07-19 Egypt Syria,Egypt,Syria,0,0,0,Arab Cup,TRUE,Jordan,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1988,1980,draw,FALSE
1988-07-21,Iraq,Syria,Iraq,Colombia,1988-07-21 Iraq Syria,Iraq,Syria,0,2,0,Arab Cup,TRUE,Jordan,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,0,0,1,1988,1980,draw,TRUE
1988-09-29,Chile,Ecuador,Ecuador,Colombia,1988-09-29 Chile Ecuador,Chile,Ecuador,0,0,0,Friendly,TRUE,Paraguay,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CONMEBOL,0,0,0,1,1988,1980,draw,FALSE
1988-10-16,Eswatini,Tanzania,Eswatini,Colombia,1988-10-16 Eswatini Tanzania,Eswatini,Tanzania,0,2,0,African Cup of Nations qualification,FALSE,Swaziland,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1988,1980,draw,TRUE
1988-12-06,Central African Republic,Gabon,Gabon,Colombia,1988-12-06 Central African Republic Gabon,Central African Republic,Gabon,0,0,0,UDEAC Cup,TRUE,Cameroon,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1988,1980,draw,FALSE
1988-12-17,China PR,Iran,Iran,Colombia,1988-12-17 China PR Iran,China PR,Iran,0,0,0,AFC Asian Cup,TRUE,Qatar,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,Other,1,0,1,1,1988,1980,draw,FALSE
1988-12-18,South Korea,Saudi Arabia,Saudi Arabia,South Korea,1988-12-18 South Korea Saudi Arabia,South Korea,Saudi Arabia,0,0,0,AFC Asian Cup,TRUE,Qatar,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,AFC,1,0,1,1,1988,1980,draw,FALSE
1989-04-23,Ghana,Gabon,Gabon,Colombia,1989-04-23 Ghana Gabon,Ghana,Gabon,1,1,1,African Cup of Nations qualification,FALSE,Ghana,Ghana,close,0.5,0,0,0,0,1,0,0,0,FALSE,FALSE,0,0.5,FALSE,0,CAF,0,1,0,0.5,1989,1980,close_win,FALSE
1989-04-23,Kenya,Sudan,Kenya,Colombia,1989-04-23 Kenya Sudan,Kenya,Sudan,1,1,1,African Cup of Nations qualification,FALSE,Kenya,Kenya,close,0.5,0,0,0,0,1,0,0,0,FALSE,TRUE,0,0.5,FALSE,0,CAF,0,1,0,0.5,1989,1980,close_win,TRUE
1989-08-30,Indonesia,Thailand,Indonesia,Colombia,1989-08-30 Indonesia Thailand,Indonesia,Thailand,0,2,0,Southeast Asian Games,TRUE,Malaysia,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,0,0,1,1989,1980,draw,TRUE
1989-11-08,Iran,Uganda,Uganda,Colombia,1989-11-08 Iran Uganda,Iran,Uganda,0,4,0,Friendly,TRUE,Kuwait,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,AFC,0,0,0,1,1989,1980,draw,FALSE
1989-11-12,Iraq,Uganda,Iraq,Colombia,1989-11-12 Iraq Uganda,Iraq,Uganda,0,2,0,Friendly,TRUE,Kuwait,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,0,0,1,1989,1980,draw,TRUE
1989-12-11,Chad,Cameroon,Cameroon,Colombia,1989-12-11 Chad Cameroon,Chad,Cameroon,0,0,0,UDEAC Cup,TRUE,Central African Republic,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1989,1980,draw,FALSE
1989-12-16,Malawi,Uganda,Uganda,Colombia,1989-12-16 Malawi Uganda,Malawi,Uganda,0,6,0,CECAFA Cup,TRUE,Kenya,Draw,draw,6,0,0,0,0,1,0,0,0,TRUE,FALSE,0,6,FALSE,0,CAF,0,0,0,1,1989,1980,draw,FALSE
1990-01-28,Nigeria,Senegal,Nigeria,Colombia,1990-01-28 Nigeria Senegal,Nigeria,Senegal,0,2,0,Friendly,FALSE,Nigeria,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,1,0,1,1990,1990,draw,TRUE
1990-02-04,United States,Colombia,Colombia,Colombia,1990-02-04 United States Colombia,United States,Colombia,0,2,0,Miami Cup,FALSE,United States,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,Other,0,1,0,1,1990,1990,draw,FALSE
1990-02-20,Colombia,Russia,Colombia,Colombia,1990-02-20 Colombia Russia,Colombia,Russia,0,0,0,Marlboro Cup,TRUE,United States,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CONMEBOL,0,0,0,1,1990,1990,draw,TRUE
1990-05-18,Zimbabwe,Eswatini,Zimbabwe,Colombia,1990-05-18 Zimbabwe Eswatini,Zimbabwe,Eswatini,0,8,0,Friendly,FALSE,Zimbabwe,Draw,draw,8,0,0,0,0,1,0,0,0,TRUE,FALSE,0,8,FALSE,0,CAF,0,1,0,1,1990,1990,draw,TRUE
1990-06-25,Republic of Ireland,Romania,Republic of Ireland,Romania,1990-06-25 Republic of Ireland Romania,Republic of Ireland,Romania,0,0,0,FIFA World Cup,TRUE,Italy,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,Other,1,0,1,1,1990,1990,draw,TRUE
1990-06-30,Yugoslavia,Argentina,Argentina,Argentina,1990-06-30 Yugoslavia Argentina,Yugoslavia,Argentina,0,0,0,FIFA World Cup,TRUE,Italy,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,Other,1,0,1,1,1990,1990,draw,FALSE
1990-07-03,Italy,Argentina,Argentina,Italy,1990-07-03 Italy Argentina,Italy,Argentina,0,2,0,FIFA World Cup,FALSE,Italy,Draw,draw,2,0,0,1,0,1,1,0,1,TRUE,FALSE,1,2,TRUE,2,UEFA,1,1,0,1,1990,1990,draw,FALSE
1990-07-04,Germany,England,Germany,England,1990-07-04 Germany England,Germany,England,0,2,0,FIFA World Cup,TRUE,Italy,Draw,draw,2,0,1,0,0,1,0,0,0,TRUE,FALSE,0,2,TRUE,2,UEFA,1,0,1,1,1990,1990,draw,TRUE
1990-08-03,China PR,South Korea,South Korea,Colombia,1990-08-03 China PR South Korea,China PR,South Korea,0,2,0,Dynasty Cup,FALSE,China PR,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,Other,0,1,0,1,1990,1990,draw,FALSE
1990-10-01,Saudi Arabia,North Korea,North Korea,Colombia,1990-10-01 Saudi Arabia North Korea,Saudi Arabia,North Korea,0,0,0,Asian Games,TRUE,China PR,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,0,0,1,1990,1990,draw,FALSE
1990-10-06,Iran,North Korea,Iran,Colombia,1990-10-06 Iran North Korea,Iran,North Korea,0,0,0,Asian Games,TRUE,China PR,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,0,0,1,1990,1990,draw,TRUE
1990-12-17,Tanzania,Uganda,Uganda,Colombia,1990-12-17 Tanzania Uganda,Tanzania,Uganda,0,2,0,Friendly,TRUE,Zanzibar,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,0,0,1,1990,1990,draw,FALSE
1990-12-17,Central African Republic,Equatorial Guinea,Central African Republic,Colombia,1990-12-17 Central African Republic Equatorial Guinea,Central African Republic,Equatorial Guinea,0,6,0,UDEAC Cup,TRUE,Congo,Draw,draw,6,0,0,0,0,1,0,0,0,TRUE,FALSE,0,6,FALSE,0,CAF,0,0,0,1,1990,1990,draw,TRUE
1991-01-21,Cameroon,Algeria,Cameroon,Colombia,1991-01-21 Cameroon Algeria,Cameroon,Algeria,0,0,0,Dakar Tournament,TRUE,Senegal,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1991,1990,draw,TRUE
1991-01-21,Senegal,Ivory Coast,Ivory Coast,Colombia,1991-01-21 Senegal Ivory Coast,Senegal,Ivory Coast,0,0,0,Dakar Tournament,FALSE,Senegal,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,1,0,1,1991,1990,draw,FALSE
1991-01-22,Senegal,Algeria,Senegal,Colombia,1991-01-22 Senegal Algeria,Senegal,Algeria,0,4,0,Dakar Tournament,FALSE,Senegal,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,CAF,0,1,0,1,1991,1990,draw,TRUE
1991-01-23,Ivory Coast,Cameroon,Ivory Coast,Colombia,1991-01-23 Ivory Coast Cameroon,Ivory Coast,Cameroon,0,2,0,Dakar Tournament,TRUE,Senegal,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CAF,0,0,0,1,1991,1990,draw,TRUE
1991-06-14,South Korea,Australia,South Korea,Colombia,1991-06-14 South Korea Australia,South Korea,Australia,0,0,0,Korea Cup,FALSE,South Korea,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,1,0,1,1991,1990,draw,TRUE
1991-06-16,Italy,Russia,Italy,Russia,1991-06-16 Italy Russia,Italy,Russia,0,2,0,Scania 100 Tournament,TRUE,Sweden,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,UEFA,0,0,0,1,1991,1990,draw,TRUE
1991-07-07,United States,Honduras,United States,United States,1991-07-07 United States Honduras,United States,Honduras,0,0,0,Gold Cup,FALSE,United States,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,Other,0,1,0,1,1991,1990,draw,TRUE
1991-08-08,Czechoslovakia,Yugoslavia,Czechoslovakia,Colombia,1991-08-08 Czechoslovakia Yugoslavia,Czechoslovakia,Yugoslavia,0,0,0,Friendly,TRUE,Italy,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,Other,0,0,0,1,1991,1990,draw,TRUE
1991-09-20,Fiji,Solomon Islands,Fiji,Colombia,1991-09-20 Fiji Solomon Islands,Fiji,Solomon Islands,0,2,0,South Pacific Games,TRUE,Papua New Guinea,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,Other,0,0,0,1,1991,1990,draw,TRUE
1991-09-28,Egypt,Mali,Egypt,Colombia,1991-09-28 Egypt Mali,Egypt,Mali,0,0,0,Friendly,FALSE,Egypt,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,1,0,1,1991,1990,draw,TRUE
1991-12-02,Indonesia,Singapore,Indonesia,Colombia,1991-12-02 Indonesia Singapore,Indonesia,Singapore,0,0,0,Southeast Asian Games,TRUE,Philippines,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,0,0,1,1991,1990,draw,TRUE
1991-12-04,Indonesia,Thailand,Indonesia,Colombia,1991-12-04 Indonesia Thailand,Indonesia,Thailand,0,0,0,Southeast Asian Games,TRUE,Philippines,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,0,0,1,1991,1990,draw,TRUE
1992-01-23,Cameroon,Ivory Coast,Ivory Coast,Ivory Coast,1992-01-23 Cameroon Ivory Coast,Cameroon,Ivory Coast,0,0,0,African Cup of Nations,TRUE,Senegal,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,CAF,1,0,1,1,1992,1990,draw,FALSE
1992-01-26,Ghana,Ivory Coast,Ivory Coast,Ivory Coast,1992-01-26 Ghana Ivory Coast,Ghana,Ivory Coast,0,0,0,African Cup of Nations,TRUE,Senegal,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,CAF,1,0,1,1,1992,1990,draw,FALSE
1992-06-22,Netherlands,Denmark,Denmark,Netherlands,1992-06-22 Netherlands Denmark,Netherlands,Denmark,0,4,0,UEFA Euro,TRUE,Sweden,Draw,draw,4,1,1,0,0,2,0,0.5,-1,TRUE,FALSE,-1,4,TRUE,4,UEFA,1,0,1,1,1992,1990,draw,FALSE
1992-06-27,Cuba,Martinique,Martinique,Colombia,1992-06-27 Cuba Martinique,Cuba,Martinique,0,2,0,CFU Caribbean Cup,TRUE,Trinidad and Tobago,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,CONCACAF,0,0,0,1,1992,1990,draw,FALSE
1992-08-29,Japan,South Korea,Japan,Colombia,1992-08-29 Japan South Korea,Japan,South Korea,0,4,0,Dynasty Cup,TRUE,China PR,Draw,draw,4,0,0,0,0,1,0,0,0,TRUE,FALSE,0,4,FALSE,0,AFC,0,0,0,1,1992,1990,draw,TRUE
1992-09-15,Syria,Egypt,Egypt,Colombia,1992-09-15 Syria Egypt,Syria,Egypt,0,0,0,Arab Cup,FALSE,Syria,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,AFC,0,1,0,1,1992,1990,draw,FALSE
1992-11-08,China PR,United Arab Emirates,China PR,Colombia,1992-11-08 China PR United Arab Emirates,China PR,United Arab Emirates,0,2,0,AFC Asian Cup,TRUE,Japan,Draw,draw,2,1,0,0,0,1,0,1,-1,TRUE,FALSE,-1,2,TRUE,2,Other,1,0,1,1,1992,1990,draw,TRUE
1992-11-25,Uganda,Zambia,Uganda,Colombia,1992-11-25 Uganda Zambia,Uganda,Zambia,0,0,0,Friendly,TRUE,Tanzania,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,CAF,0,0,0,1,1992,1990,draw,TRUE
1993-01-23,Japan,Switzerland,Switzerland,Colombia,1993-01-23 Japan Switzerland,Japan,Switzerland,0,2,0,Friendly,TRUE,Hong Kong,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,AFC,0,0,0,1,1993,1990,draw,FALSE
1993-02-20,Finland,Estonia,Finland,Colombia,1993-02-20 Finland Estonia,Finland,Estonia,0,0,0,Four Nations Tournament,FALSE,Finland,Draw,draw,0,0,0,0,0,1,0,0,0,TRUE,FALSE,0,0,FALSE,0,UEFA,0,1,0,1,1993,1990,draw,TRUE
1993-02-24,Argentina,Denmark,Argentina,Argentina,1993-02-24 Argentina Denmark,Argentina,Denmark,0,2,0,CONMEBOL–UEFA Cup of Champions,FALSE,Argentina,Draw,draw,2,1,0,0,0,1,0,1,-1,TRUE,FALSE,-1,2,FALSE,0,CONMEBOL,0,1,0,1,1993,1990,draw,TRUE
1993-05-27,Bolivia,Paraguay,Bolivia,Colombia,1993-05-27 Bolivia Paraguay,Bolivia,Paraguay,1,3,1,Copa Paz del Chaco,FALSE,Bolivia,Bolivia,close,1.5,0,0,0,0,1,0,0,0,FALSE,TRUE,0,1.5,FALSE,0,CONMEBOL,0,1,0,0.5,1993,1990,close_win,TRUE
1993-05-28,Martinique,Saint Kitts and Nevis,Martinique,Colombia,1993-05-28 Martinique Saint Kitts and Nevis,Martinique,Saint Kitts and Nevis,0,2,0,CFU Caribbean Cup,TRUE,Jamaica,Draw,draw,2,0,0,0,0,1,0,0,0,TRUE,FALSE,0,2,FALSE,0,Other,0,0,0,1,1993,1990,draw,TRUE
